513,Teenage Mutant Ninja Turtles,Action & Adventure,CBS,"Teenage Mutant Ninja Turtles is an American animated television series produced by Murakami-Wolf-Swenson. The pilot was shown during the week of December 14, 1987 in syndication as a five-part miniseries and began its official run on October 1, 1988. The series featured the Teenage Mutant Ninja Turtles characters created in comic book form by Kevin Eastman and Peter Laird. The property was changed considerably from the darker-toned comic, to make it more suitable for children and the family.

The initial motivation behind the Teenage Mutant Ninja Turtles animated series was that, upon being approached to create a toy line, Playmates Toys was uneasy with the comic book characters' small cult following. They requested that a television deal be acquired first, and after the initial five-episode series debuted, the California toy company released their first series of Ninja Turtles action figures in the summer of 1988. The two media would correspond in marketing style and popularity for many years to come.

David Wise and Patti Howeth wrote the screenplay for the first five-part miniseries. When the series continued in the second season, comic artist Jack Mendelsohn joined the show as the executive story editor. Wise went on to write over seventy episodes of the series, and was executive story editor for four later seasons as well. Wise left the series partway through the ninth season, and Jeffrey Scott took over as the story editor and chief writer for the rest of the show's run.",192,1987,22,Tv
514,XXX ホリック,Animation,,"",37,2006,25,Tv
515,Animaniacs,Animation,The WB,"The two Warner Brothers Yakko and Wakko and their Warner sister Dot had been (supposedly) created in the 1930's, but their cartoons were too screwy for the general public to handle. The three Warners were locked up in the studio water tower until they escaped in the 90's. There, they run wild, causing chaos everywhere!",99,1993,21,Tv
516,Disney's House of Mouse,Animation,ABC,"Disney's House of Mouse is an American animated television series, produced by Walt Disney Television Animation, that originally aired from 2001 to 2003. On September 2, 2002, an all night marathon of this show titled ""Night of 1000 Toons"" aired on Toon Disney.",55,2001,30,Tv
517,Marvel's Inhumans,Action & Adventure,ABC,"After the Royal Family of Inhumans is splintered by a military coup, they barely escape to Hawaii where their surprising interactions with the lush world and humanity around them may prove to not only save them, but Earth itself.",8,2017,43,Tv
518,Babylon 5,Drama,TNT,"Babylon 5 is a five-mile long space station located in neutral space. Built by the Earth Alliance in the 2250s, it's goal is to maintain peace among the various alien races by providing a sanctuary where grievances and negotiations can be worked out among duly appointed ambassadors. A council made up of representatives from the five major space-faring civilizations - the Earth Alliance, Minbari Federation, Centauri Republic, Narn Regime, and Vorlon Empire - work with the League of Non-Aligned Worlds to keep interstellar relations under control. Aside from its diplomatic function, Babylon 5 also serves as a military post for Earth and a port of call for travelers, traders, businessmen, criminals, and Rangers.",110,1994,43,Tv
519,Penny Dreadful,Drama,Showtime,"Some of literature's most terrifying characters, including Dr. Frankenstein, Dorian Gray, and iconic figures from the novel Dracula are lurking in the darkest corners of Victorian London. Penny Dreadful is a frightening psychological thriller that weaves together these classic horror origin stories into a new adult drama.",27,2014,60,Tv
520,Justified,Crime,FX,"A character drama based on the 2001 Elmore Leonard short story ""Fire in the Hole."" Leonard's tale centers around U.S. Marshal Raylan Givens of Kentucky, a quiet but strong-willed official of the law. The tale covers his high-stakes job, as well as his strained relationships with his ex-wife and father.",78,2010,60,Tv
521,らんま½,Comedy,Fuji TV,"Saotome Ranma, a teenage martial artist, and his father Genma travel to the 'cursed training ground' of Jusenkyo in China. There, despite the warnings of the Chinese guard, they fall into the cursed springs. From now on, whenever Ranma is doused in cold water, he turns in to a girl, and a cute, well-built red-head at that. Hot water changes him back into a man again, but only until the next time. To make matters worse, his father engages him to Tendo Akane, a girl who hates boys.",161,1989,25,Tv
522,Vikingane,Comedy,NRK1,"Norsemen is an epic and humorous drama series set in the Viking Age. The residents of an 8th-century Viking village experience political rivalry, social change and innovations that upend their culture and way of life.",12,2016,30,Tv
523,Stargate Atlantis,Action & Adventure,Syfy,"With the Ancients' city of Atlantis discovered in the Pegasus Galaxy by Stargate Command, Dr. Elizabeth Weir and Major Sheppard lead a scientific expedition to the ancient abandoned city. Once there, the team not only find themselves unable to contact Earth, but their explorations unexpectedly reawaken the Ancients' deadly enemies, The Wraith, who hunger for this new prey. Now with the help of newfound local allies like Teyla Emmagan, the Atlantis Team sets about to uncover their new home's secrets even as their war of survival against the Wraith begins.",100,2004,45,Tv
524,The Haves and the Have Nots,Soap,OWN,"Tyler Perry's The Haves and the Have Nots is a new television drama from the prolific writer, director and producer Tyler Perry. The show follows the complicated dynamic between the rich and powerful Cryer family and the hired help who work in their opulent Savannah, Georgia, mansion.",138,2013,45,Tv
525,The Leftovers,Sci-Fi & Fantasy,HBO,"When 2% of the world's population abruptly disappears without explanation, the world struggles to understand just what they're supposed to do about it. The drama series 'The Leftovers' is the story of the people who didn't make the cut.

Based on the bestselling novel by Tom Perrotta, 'The Leftovers' follows Kevin Garvey, a father of two and the chief of police in a small New York suburb, as he tries to maintain some semblance of normalcy when the notion no longer applies.",28,2014,60,Tv
526,The Little Drummer Girl,Drama,BBC One,"Brilliant young actress Charlie strikes up an acquaintance with an intriguing stranger while on holiday in Greece, but it rapidly becomes apparent that his intentions are far from romantic.",6,2018,56,Tv
527,Luther,Crime,BBC One,"A dark psychological crime drama starring Idris Elba as Luther, a man struggling with his own terrible demons, who might be as dangerous as the depraved murderers he hunts.",16,2010,60,Tv
